id,Exited
165034,0.015051057875121404
165035,0.8780779390955192
165036,0.011544670325504505
165037,0.17748030926583247
165038,0.43311863113904847
165039,0.036635410124781664
165040,0.0241820173777958
165041,0.06755334825981216
165042,0.5934026630094292
165043,0.014946437282605413
165044,0.10523332131196317
165045,0.014319648059353152
165046,0.012258418598590313
165047,0.16571837971230247
165048,0.7227936680806509
165049,0.05162115721078642
165050,0.08461807892794873
165051,0.353487406556911
165052,0.016199645068345127
165053,0.08109852984235669
165054,0.013566447871526489
165055,0.20765507993980475
165056,0.23828128506584617
165057,0.0091157498235031
165058,0.5507976944253514
165059,0.12640984898457053
165060,0.9873027055808732
165061,0.42265004545268947
165062,0.13434881694490622
165063,0.5154835852370312
165064,0.013962412001592806
165065,0.05013124037787274
165066,0.09117102813274075
165067,0.1313711519853064
165068,0.021830218349793068
165069,0.003338639502910916
165070,0.8361211242203159
165071,0.021694596035984767
165072,0.05351083022967036
165073,0.9119610335365621
165074,0.38652715637562063
165075,0.45314107274517523
165076,0.12350988079692601
165077,0.007873611354115304
165078,0.36206353896697924
165079,0.14224226779347357
165080,0.007519874746389986
165081,0.02613155298912343
165082,0.03821627381692934
165083,0.510282136930695
165084,0.15515900734996885
165085,0.0042929452181152405
165086,0.006473216524477052
165087,0.5744708903969119
165088,0.01352033115923934
165089,0.0763161196471914
165090,0.08392354850946986
165091,0.010481065148090987
165092,0.03261494656282572
165093,0.15644897945368935
165094,0.009656053989791297
165095,0.048668573576548885
165096,0.21542201656733823
165097,0.10376842453331911
165098,0.03285179471556407
165099,0.005410802017470214
165100,0.915536588877233
165101,0.03624520562455797
165102,0.018716919621309353
165103,0.00974559157741008
165104,0.10252216613740699
165105,0.49424870843847196
165106,0.3172486234326671
165107,0.06328503237368979
165108,0.017478480863341146
165109,0.16113161527114767
165110,0.05701898999122228
165111,0.040274818760813826
165112,0.05015639588706883
165113,0.06390050076969686
165114,0.01001584265943259
165115,0.010952927754361057
165116,0.5435523990484521
165117,0.07193585666605828
165118,0.2995576830210764
165119,0.07673493358481093
165120,0.022838260297308694
165121,0.20511844546293986
165122,0.20073697439726484
165123,0.04392351336881717
165124,0.19098276426493752
165125,0.0162852092050413
165126,0.01996146779359074
165127,0.01323159094280189
165128,0.015530051740582532
165129,0.015619280195372107
165130,0.7191107136145487
165131,0.0332789564718155
165132,0.1636466694685225
165133,0.192196297809416
165134,0.0062373538072324495
165135,0.03402021012112317
165136,0.002288653400036529
165137,0.5407466740247311
165138,0.7601988021386533
165139,0.6325322017610363
165140,0.07858445939286925
165141,0.015488255514578525
165142,0.004934043266892377
165143,0.049726538192837004
165144,0.2245786121960053
165145,0.5419978786121177
165146,0.24002487367607026
165147,0.04713975763450949
165148,0.11383425153250774
165149,0.028111821638530526
165150,0.0119970688741451
165151,0.6897718650688481
165152,0.6229989534083122
165153,0.04027865473895244
165154,0.005014428265455522
165155,0.027603932507594214
165156,0.006841068297155818
165157,0.023683380795741803
165158,0.22461033652237217
165159,0.1604974329303502
165160,0.03479934246397635
165161,0.010272987952440435
165162,0.7940387756662936
165163,0.01214829403049308
165164,0.010669533047037466
165165,0.09148235791686171
165166,0.959521820070173
165167,0.032995150374513074
165168,0.08250179530309378
165169,0.15978654476805626
165170,0.1608476111424917
165171,0.05459511879357833
165172,0.3993879329931589
165173,0.08852972742695485
165174,0.01630797406327527
165175,0.08363846715753236
165176,0.01189296132438322
165177,0.019140407921926096
165178,0.5097926077080046
165179,0.6939271182761161
165180,0.019822928983662343
165181,0.9242719899988032
165182,0.07953468200026169
165183,0.06858975227823352
165184,0.03200337481759692
165185,0.02037311244254275
165186,0.002797528363978834
165187,0.9916714108279429
165188,0.5862243992961285
165189,0.017559586054358527
165190,0.013652940789169307
165191,0.07812146740425481
165192,0.11001618481339911
165193,0.15627262945249445
165194,0.2863306601056965
165195,0.07367958545543034
165196,0.3355076139681419
165197,0.7571516679261591
165198,0.8702413156893393
165199,0.12836080740129266
165200,0.2757908299412828
165201,0.7305103294631945
165202,0.7854296041849366
165203,0.8023193821348474
165204,0.6988710956066981
165205,0.03320762388930458
165206,0.21021604581029898
165207,0.07234501635893005
165208,0.037480806529024815
165209,0.1895442890825434
165210,0.4502410392668395
165211,0.9682415697133251
165212,0.030549429659795395
165213,0.021986775294236614
165214,0.8627129890975741
165215,0.3220951168347207
165216,0.03288432249821706
165217,0.0020674238043388556
165218,0.01838037229865535
165219,0.46132922886520705
165220,0.5592957317297123
165221,0.1362608972983005
165222,0.16932364874269462
165223,0.08946402777636947
165224,0.02143160158980141
165225,0.8492822640947194
165226,0.976043392675785
165227,0.2730803830210652
165228,0.15606028199986272
165229,0.43485934200050946
165230,0.9708469979522134
165231,0.012775040206505583
165232,0.0031955086138724434
165233,0.029866697244943053
165234,0.2744096510873572
165235,0.006575709368080567
165236,0.6555445924954195
165237,0.041985702775228145
165238,0.19775598548484202
165239,0.02616673314337751
165240,0.005124237110308049
165241,0.0049422474919059295
165242,0.2301387762443869
165243,0.029317257379378903
165244,0.7384268783891478
165245,0.004615916231064847
165246,0.027438650609007083
165247,0.04294014050577953
165248,0.033986266288662116
165249,0.26112889736115863
165250,0.005295649693592702
165251,0.007476308118099242
165252,0.5273508605581378
165253,0.09096353286726515
165254,0.009093143519477556
165255,0.10826145970311445
165256,0.1382174292555764
165257,0.031006596248196138
165258,0.3086023470286211
165259,0.4580744406754878
165260,0.22965771684791053
165261,0.8819195826189594
165262,0.3777344390105245
165263,0.006122408403842937
165264,0.01832737510261489
165265,0.011287320641585035
165266,0.003461278731426323
165267,0.45988074701510795
165268,0.08619447026669454
165269,0.7036926114566313
165270,0.26481927957592144
165271,0.013414397921338556
165272,0.9899418589687536
165273,0.040879307249470545
165274,0.0504640956896323
165275,0.22545386547634605
165276,0.09305640113374275
165277,0.3629740485095954
165278,0.9726221586338996
165279,0.09562765195484266
165280,0.013011640544758323
165281,0.005003202200186446
165282,0.12258004778760472
165283,0.002711569396827555
165284,0.3389814678184949
165285,0.10678003514958548
165286,0.047197613625123626
165287,0.009105161565388627
165288,0.03945519248895045
165289,0.09329407897527543
165290,0.0283722321219377
165291,0.014701906275167731
165292,0.10525431529272009
165293,0.6363043278643128
165294,0.01117822243788882
165295,0.1495410790062757
165296,0.03156803336737489
165297,0.02552493492937034
165298,0.014714923831283772
165299,0.11408924960401941
165300,0.5776378609300308
165301,0.10187078018003334
165302,0.362589121192649
165303,0.03939506563319408
165304,0.005583366578863146
165305,0.004540567392984385
165306,0.020792415792702607
165307,0.08041655890587127
165308,0.01605751131449932
165309,0.4315563109572581
165310,0.09607191828070885
165311,0.046806645723353246
165312,0.9308797180144947
165313,0.012282392569967555
165314,0.015390489084160361
165315,0.10637226772473551
165316,0.15534899426731835
165317,0.005748878701884756
165318,0.7212876775944662
165319,0.44055527028442143
165320,0.029828633236001167
165321,0.11051233521869519
165322,0.07560177557781171
165323,0.03325180382438518
165324,0.0324745351662513
165325,0.33157045238496136
165326,0.3046365361112894
165327,0.08549463008121454
165328,0.04509139007529245
165329,0.01708150315461921
165330,0.04933948357545839
165331,0.030474507383809985
165332,0.6021162899844476
165333,0.012558888169425414
165334,0.004134311876889054
165335,0.007845555702491059
165336,0.13432696609152717
165337,0.23005130273679755
165338,0.44615118550152166
165339,0.1580736968360247
165340,0.039576023741528424
165341,0.027256900117057357
165342,0.02868595841813798
165343,0.0030087763500975585
165344,0.08704719866404065
165345,0.05344166602330115
165346,0.9727657073295614
165347,0.30434801044149046
165348,0.03901921219973113
165349,0.05682256542353392
165350,0.007947165481391833
165351,0.09978937700384602
165352,0.03338435356613245
165353,0.009192234366533776
165354,0.10938902131235415
165355,0.06898122912980575
165356,0.013624324789119726
165357,0.03973017991491699
165358,0.05703274365683466
165359,0.02764974737146666
165360,0.7891030496318188
165361,0.049893715831333396
165362,0.1378346405576374
165363,0.13167540848500353
165364,0.01074746706671692
165365,0.9155849870478023
165366,0.0031271702550917393
165367,0.06879957708131076
165368,0.13326024860857116
165369,0.7354932610094012
165370,0.11554835611371961
165371,0.0029174862721515976
165372,0.06491753602275646
165373,0.012109267806125331
165374,0.8173206593730138
165375,0.03325274134301257
165376,0.008363150354353617
165377,0.014124456356170604
165378,0.16025752535995336
165379,0.014218573762269681
165380,0.23294019603807697
165381,0.04572944139879101
165382,0.0038435686455188397
165383,0.006657154166943256
165384,0.0332231216428131
165385,0.47873870934492435
165386,0.4355000390038574
165387,0.011274815120438956
165388,0.34787289387992865
165389,0.13836636761652737
165390,0.7006841063126561
165391,0.004308197702855806
165392,0.07196106900142214
165393,0.04212172007474428
165394,0.046117901488456604
165395,0.006539517260356062
165396,0.013164662066183918
165397,0.0174753183476866
165398,0.48778654794772686
165399,0.03358325714552679
165400,0.047277830463805945
165401,0.049675874360613013
165402,0.3433511439551028
165403,0.018246398615768593
165404,0.06245059108638236
165405,0.19573845623995118
165406,0.03750490391602386
165407,0.13974690928451
165408,0.24478089753399832
165409,0.00301459329843231
165410,0.01410857868755271
165411,0.019381424436303762
165412,0.022256798339526825
165413,0.010404746646860825
165414,0.04169813222766749
165415,0.07159480793237165
165416,0.7863411129633859
165417,0.007208613853515404
165418,0.006848611320676873
165419,0.8123472783672785
165420,0.03397607566574775
165421,0.6239508945499711
165422,0.010523311598287038
165423,0.007457119257534922
165424,0.008233879252131144
165425,0.6073339882697526
165426,0.05505915991256684
165427,0.043129397446850196
165428,0.7554646000490326
165429,0.23685512332691278
165430,0.9502195212775915
165431,0.05099068407502226
165432,0.7227877538944402
165433,0.9895504109666069
165434,0.9227849410917024
165435,0.14136348898667067
165436,0.308663890041596
165437,0.010446589223730457
165438,0.006028600421487349
165439,0.07692693033646049
165440,0.37102095607279
165441,0.6772463477634154
165442,0.04154201985062614
165443,0.003877630467418381
165444,0.028624176711821964
165445,0.10872599829354482
165446,0.12040029452132506
165447,0.005145745899055445
165448,0.2804720930536847
165449,0.0010299477487121192
165450,0.008508153161032275
165451,0.0070911469835414935
165452,0.7382257624164724
165453,0.018820251219458822
165454,0.6056065789195371
165455,0.02836238073910343
165456,0.4782375700631577
165457,0.5926016306856606
165458,0.005520763197964299
165459,0.03918053260286364
165460,0.01660756626010892
165461,0.015880949515527674
165462,0.039964145031729806
165463,0.04779072243058513
165464,0.04090922856658896
165465,0.9362572688120849
165466,0.002678554041284481
165467,0.06951446854270979
165468,0.10977993181590136
165469,0.059879659134480734
165470,0.07006647249481436
165471,0.17029188817800023
165472,0.005908820936730917
165473,0.02064297432716585
165474,0.33777420880380304
165475,0.11572499645041001
165476,0.5520898532973035
165477,0.18269066486731647
165478,0.2457969073332349
165479,0.10169813657074558
165480,0.048278666104029325
165481,0.7357410701459144
165482,0.018045192428639813
165483,0.17679024710273755
165484,0.01877567586444309
165485,0.23793357087936892
165486,0.08345347861096956
165487,0.05322743893959615
165488,0.013382381089519618
165489,0.014208803074894319
165490,0.021400347865209855
165491,0.06282648981043214
165492,0.13134573191902357
165493,0.15170365232003066
165494,0.012685641460275282
165495,0.20819379136589328
165496,0.019542666155601043
165497,0.20004722385800164
165498,0.09235183107756416
165499,0.014878932293383306
165500,0.019918882403818644
165501,0.16650895088513273
165502,0.003095918222613947
165503,0.010623601312950943
165504,0.8788630431097362
165505,0.734394254369197
165506,0.007441756439326622
165507,0.17177563669411505
165508,0.12015105038255953
165509,0.25891338321114793
165510,0.2798594212998976
165511,0.03947446079412337
165512,0.07124548062248234
165513,0.13416863774245633
165514,0.21008325208538184
165515,0.021481745131141622
165516,0.0673745132824544
165517,0.03772053050009976
165518,0.010633173169880722
165519,0.35512029177946847
165520,0.10669858110244332
165521,0.11996460559040767
165522,0.021315622592798872
165523,0.03389623178662978
165524,0.07948652952956595
165525,0.10356160039999421
165526,0.7028981332397564
165527,0.5575338017336231
165528,0.009175941307555233
165529,0.041897878201815515
165530,0.16222355374571187
165531,0.05519597275327468
165532,0.3652468742100051
165533,0.0320654947529128
165534,0.24000225187358085
165535,0.010180387002356637
165536,0.014822337489577906
165537,0.04516569958837599
165538,0.12057136042289056
165539,0.03880185839824825
165540,0.04138155910557865
165541,0.13667672236885942
165542,0.017299713800184975
165543,0.04830757486849575
165544,0.00770298475039357
165545,0.15344058163992724
165546,0.11782784875932126
165547,0.012621605867946372
165548,0.04238853325469447
165549,0.049614440624209714
165550,0.34130127342093797
165551,0.022328738386854185
165552,0.11109241180071708
165553,0.3663197031476604
165554,0.03276891823380817
165555,0.16319627651885238
165556,0.15123727529536019
165557,0.13297412467141786
165558,0.007474000711099875
165559,0.016563571490568234
165560,0.28318291614284397
165561,0.7002595351348558
165562,0.5173667918353759
165563,0.06025905868569307
165564,0.4971499306711884
165565,0.16466692648759382
165566,0.1301412075559381
165567,0.8916302669370157
165568,0.05364348060871763
165569,0.10625882219716887
165570,0.012937166180661628
165571,0.008629861433295818
165572,0.6063014874814733
165573,0.05589227287937894
165574,0.0484124882749156
165575,0.14265538254452875
165576,0.005303387713802023
165577,0.010515167955843993
165578,0.9131569237042003
165579,0.0745008704155196
165580,0.015305411532744118
165581,0.13069794983493094
165582,0.8212738920437163
165583,0.1708442440339309
165584,0.03558154832053832
165585,0.6933383588261123
165586,0.3019890350259688
165587,0.012989400842792884
165588,0.8921936918772518
165589,0.154889353088694
165590,0.5492492083811383
165591,0.3613295586759825
165592,0.005062050311177148
165593,0.0035997877113807
165594,0.03562566397686178
165595,0.13119070435421937
165596,0.021022660078556216
165597,0.013965288876253132
165598,0.040768135593141866
165599,0.19366628682600764
165600,0.009352435495544268
165601,0.016426629415133377
165602,0.030034321595198192
165603,0.6884842598739329
165604,0.006369809930316835
165605,0.01704488322621703
165606,0.07032723333854764
165607,0.32459140320126
165608,0.4501608126483638
165609,0.3221806438986007
165610,0.09966645982252757
165611,0.10041293228781709
